game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium
2025_01_ARI_NO,2025,REG,1,2025-09-07,Sunday,13:00,ARI,20,NO,13,Home,-7,33,0,2025090705,59850,,202509070nor,28425,401772718,6741,7,7,-270,220,-6,-108,-112,44.5,-112,-108,0,dome,sportturf,,,00-0035228,00-0039376,Kyler Murray,Spencer Rattler,Jonathan Gannon,Kellen Moore,Scott Novak,NOR00,Mercedes-Benz Superdome
